state.x;czname;num_grants;cohort;age;male;female;expenditure_school;expenditures;test_score;income_pc;income_growth;universities_pc;graduation_rate;teacher_student_ratio;migration_inflow;migration_born;social_capital;china_imports;racial_segregation;gini;tax_rate;violence;children_onlyparent;divorce_share;manufacture_employment
Nebraska;Broken Bow;0;1955,842105;47,78947368;;;6,9514146;2927,37;9,913432;33846,46;0,0101412;;;12,55937;0,006867608;0,0050077;1,5541242;0,4143838;0,0102887;0,29952;0,0307123;0;0,1090226;0,0683453;0,0995127
Nebraska;Columbus;0,000385541;1953,435138;50,38712972;;;6,299381;11529,13;4,493363;34258,06;-0,000087;;;14,740289;0,008354178;0,0545015;0,98191489;0,8033503;0,2116957;0,27885;0,0228928;0,0002452;0,1314736;0,0623136;0,2707524
Nebraska;Grand Island;0,000140908;1953,451943;50,39059305;;;7,0778977;2478,924;-1,948201;33159,67;-0,0004124;0,0128687;-0,1015245;15,513623;0,012714264;0,0595687;1,3081513;0,2842345;0,1496584;0,35461;0,026483;0,0017887;0,1716642;0,0889598;0,1683561
Nebraska;Hastings;0,000217163;1957,76179;46,02902056;;;7,2023797;3667,585;0,5907859;34343,34;-0,0025383;0,0236681;0,2105546;14,080615;0,008283828;0,0375678;1,5961141;0,3230924;0,0588049;0,37469;0,0392363;0,0004024;0,1599535;0,0778582;0,1467122
Nebraska;Kearney;0,000296273;1955,251908;48,68266085;;;7,2648495;1721,294;10,9428;31135,14;0,0053542;0,0178466;0,173343;15,166819;0,016454589;0,0219293;1,2646573;0,4505472;0,0676817;0,37861;0,0256524;0,0007139;0,1651024;0,0742427;0,1375862
Nebraska;Lexington;0,000187332;1955,708705;48,05357143;;;7,0393589;3189,162;7,093923;33765;-0,0030147;0,0206339;0,115826;14,415551;0,010234401;0,0834042;1,8298628;0,6027205;0,3081044;0,30436;0,0298831;0,0010111;0,1390761;0,0732886;0,2025569
Nebraska;Lincoln;0,000638821;1952,801199;50,995005;0,0012013;8,31119E-05;6,9145347;2960,261;-1,788478;35972,91;-0,0044442;0,0224391;0,0816871;15,056205;0,020127839;0,047827;1,6594489;0,4517649;0,0943325;0,37552;0,0274771;0,0009841;0,1870648;0,0903192;0,1310683
Nebraska;McCook;0,000102416;1957,858639;45,73298429;;;7,1694623;2859,483;10,0924;32797,39;0,0034273;;;12,619314;0,002132521;0,012389;1,3690167;0,1123515;0,0081447;0,33877;0,0296448;0,0012186;0,1425654;0,0844525;0,0787594
Nebraska;Nebraska City;0,000101335;1955,969283;47,70648464;;;6,7365646;2051,944;6,023101;34517,13;-0,000872;0,0249513;0,0098794;13,774303;0,01484605;0,0150028;1,6135811;0,559636;0,0624672;0,28724;0,0252916;0,0004242;0,1504057;0,0876747;0,1271823
Nebraska;North Platte;9,02708E-05;1959,426357;44,5245478;;;6,0380706;2202,699;5,512805;35591,35;0,0083359;0,0278249;0,0237121;14,588349;0,017167979;0,0113767;1,6464809;0,1840259;0,0383667;0,32346;0,032934;0,0003339;0,1719223;0,0949701;0,0365741
Nebraska;O'Neill;0,000601427;1958,243243;44,10810811;;;8,5652282;1667,562;10,01571;31083,88;0,0134822;;;11,959684;0,003764706;0,0068761;1,310874;0,0127421;0,0217504;0,29642;0,0235842;0,0003361;0,0967222;0,0599504;0,0331416
Nebraska;Ogallala;0,000332311;1956,54386;47,22807018;;;8,6155481;2531,52;10,62695;34903,51;0,0116199;;;12,811783;0,002541371;0,0171033;1,1929954;0,2890295;0,0380868;0,32648;0,0367641;0,000591;0,1450752;0,0874633;0,060595
Nebraska;Omaha;0,000304521;1952,801199;50,995005;0,000553965;6,18955E-05;6,1726416;2742,945;-0,6265153;39947,79;-0,0047235;0,0224103;-0,0678561;16,624054;0,01828434;0,0444795;0,53497515;0,5570879;0,2616235;0,43176;0,0252373;0,0010471;0,2078734;0,1033434;0,1032387
Nebraska;Scottsbluff;8,09342E-05;1953,988542;49,85208333;;;5,6635543;2251,258;-1,079503;33191,67;-0,0050835;0,0303476;-0,062964;15,83525;0,008603554;0,0350864;1,1364422;0,2712621;0,1154486;0,34643;0,0241191;0,0008042;0,2031231;0,0969828;0,0649421
Nebraska;Superior;0;1952;51,6875;;;7,7404676;2610,74;10,54925;35206,46;0,0000937;;;11,696185;0;0,0071129;2,515602;0,2954024;0,0078131;0,41894;0,0327376;0,00009;0,1259781;0,0641471;0,1016268
Nebraska;Virginia Beach;0,000203596;1954,680346;49,01295896;;;6,381584;2142,162;9,922015;31599,71;0,0055971;0,0350939;0,0550656;15,085407;0,012703983;0,0373835;1,1058773;0,3013404;0,1083281;0,33132;0,0254947;0,0004387;0,1534107;0,0711772;0,1764206
Nebraska;West Point;0,000254263;1958,969101;44,12640449;;;5,8888918;2507,845;6,979528;32028,04;0,0108699;0,0794755;-0,2268671;13,155721;0,013908206;0,023693;1,3407409;0,1179131;0,3603257;0,31484;0,0266836;0,0003179;0,1765289;0,0716579;0,1359857
Nebraska;York;0,000358967;1960,421053;43,45419103;;;7,7587679;2504,742;5,695711;35524,24;0,0101721;0,0372148;0,0571808;12,965498;0,013099624;0,0123704;2,3287551;0,1036157;0,0368592;0,3036;0,0315588;0,0005582;0,1145801;0,0679312;0,116133
Nevada;Elko;0,000109313;1958,214373;45,75395859;;;6,6404817;3115,932;-9,152961;32701,45;0,0117835;0,0161507;-0,1738851;17,888584;0,027326905;0,0902337;-2,0846834;0,0218232;0,1214726;0,31273;0,0243019;0,0016958;0,14401;0,1138088;0,0161096
Nevada;Las Vegas;0,00032635;1952,801199;50,995005;0,000603442;4,72255E-05;5,3443613;3147,54;-16,71637;38428,77;-0,0055069;0,007651;-0,1760122;21,084758;0,061034112;0,1649973;-2,3169243;0,2549192;0,1376084;0,51797;0,021125;0,0016494;0,2208697;0,1364656;0,0396717
Nevada;Reno;0,001087594;1952,801199;50,995005;0,002000352;0,000190904;6,0150263;2436,734;-10,29537;41398,39;-0,0075091;0,013221;-0,1061127;19,590972;0,042150609;0,1250138;-1,0817958;0,4295018;0,0966342;0,46048;0,01988;0,0017562;0,2045173;0,1456893;0,0858535
Nevada;Winnemucca;7,29954E-05;1961,713043;41,68985507;;;6,1206467;6250,873;-7,490761;31976,48;0,00000584;;;17,527056;0,014386596;0,0939188;-2,0482765;0,0096079;0,0208531;0,27883;0,0309757;0,002544;0,1367162;0,1232294;0,0463133
New Hampshire;Keene;0,000417094;1952,873874;50,93693694;;;8,5130815;1855,974;1,880568;37048,11;0,001564;0,0169433;0,059052;14,26049;0,023551139;0,0254751;0,68424623;1,615704;0,0236559;0,47785;0,0420323;0,0006862;0,1989049;0,1074477;0,1590129
New Hampshire;Manchester;0,001307869;1952,801199;50,995005;0,002499231;0,000132859;6,5461091;1804,27;3,629809;43529,74;0,0014848;0,0083795;0,018097;16,78968;0,024132074;0,0436115;-0,26219088;1,866169;0,0796084;0,38025;0,0335106;0,0005849;0,1725818;0,1050862;0,1817662
New Jersey;Newark;0,001560289;1952,801199;50,995005;0,002836153;0,00035941;;2781,92;-0,5988308;51373,32;-0,0040439;0,0049809;-0,1526733;15,404163;0,016152762;0,2266841;-0,46621038;1,316313;0,3231924;0,51752;0,0311717;0,0018646;0,1897801;0,0715346;0,1302179
New Jersey;Toms River;0,001204079;1952,801199;50,995005;0,002203673;0,000274297;;2632,403;5,937956;54035,78;-0,0010327;0,0008879;-0,2455285;;0,027001901;0,0865713;-0,56021761;0,6231094;0,1984975;0,40681;0,0310056;0,0011809;0,1457356;0,0754884;0,0808927
New Mexico;Alamogordo;0,000121614;1954,156413;49,82273201;;;4,4721277;1519,9;-5,959712;29489,22;0,0012967;0,0244771;-0,2420523;17,749843;0,027243021;0,0814968;-0,48257322;0,9427926;0,1325095;0,37973;0,0132529;0,0025089;0,2239944;0,1108177;0,0530365
New Mexico;Albuquerque;0,00088707;1952,801199;50,995005;0,001709958;0,000129588;5,0906997;2022,211;-13,66197;35590,62;-0,0041836;0,0158889;-0,1000574;17,383725;0,03035178;0,0760334;-0,76025629;0,7987076;0,1765339;0,46515;0,013712;0,0028322;0,2386933;0,1250595;0,08358
New Mexico;Clovis;4,82766E-05;1955,592715;48,3410596;;;4,6739636;1511,444;-7,41265;28204,89;-0,0093491;0,027368;-0,1082118;16,567256;0,018186048;0,0787984;-0,74203994;0,1297127;0,1002988;0,43614;0,0138378;0,0011495;0,2144754;0,0988975;0,0745059
New Mexico;Deming;0,00010762;1955,625138;48,34950386;;;4,4444052;2356,331;-16,65374;26356,17;0,0119129;0,016142;-0,1354434;17,840759;0,017691687;0,1062626;-0,61372718;0,0705247;0,0719678;0,38131;0,0149993;0,0016788;0,2544256;0,1130565;0,0385383
New Mexico;Farmington;0,000246352;1952,99799;50,82311558;;;5,0984772;2774,948;-8,531424;30450,45;0,0059316;0,0118907;-0,1348368;17,318883;0,045981522;0,0253082;-0,99391182;0,1275646;0,2981286;0,43992;0,0282978;0,0017123;0,2095792;0,1081486;0,0394058
New Mexico;Hobbs;5,498E-05;1954,401899;49,48206751;;;5,9759942;2154,475;-7,005317;27195,2;0,0093172;0,0222072;-0,1932884;16,956551;0,013846171;0,1235472;-1,0652401;0,096201;0,0713696;0,42836;0,0363469;0,0014324;0,1851019;0,083942;0,0409376
New Mexico;Las Vegas;0,000284685;1958,696139;45,35740971;;;5,3704452;2459,145;-13,80173;26569,29;0,0046536;0,0404081;-0,1344042;17,108509;0,009879786;0,0234199;-1,2728198;0,023889;0,0921637;0,38139;0,0174746;0,0023639;0,2663498;0,123862;0,0328842
New Mexico;Roswell;9,95737E-05;1952,914744;50,88164493;;;4,6136553;2279,144;-10,45994;30442,88;0,0023669;0,0353857;-0,1923478;18,066766;0,014171975;0,085205;0,31737478;0,2360644;0,0726247;0,45243;0,0121927;0,0024062;0,2339213;0,1086355;0,0804545
New Mexico;Santa Fe;0,001169752;1952,837;50,966;;;5,5266987;2090,462;-16,69033;38837,66;0,009493;0,0319921;-0,1824648;17,373552;0,020401821;0,077574;0,31145925;0,8277568;0,2006061;0,48981;0,013224;0,0015905;0,2358845;0,1343835;0,0348689
New Mexico;Socorro;0,000203388;1964,317757;39,99065421;;;5,4114347;1629,653;-15,37291;24360,4;0,0028464;0,0462513;0,1591999;16,3488;0,014476666;0,0558095;-0,69401213;1,192936;0,2044352;0,42347;0,0101533;0,0038389;0,247536;0,1230823;0,0563314
New Mexico;Truth or Consequences;0;1948;63;;;4,2377438;1867,03;-18,62902;32267,13;-0,0331785;;;18,350794;0,008063301;0,0659258;-1,3490285;0,0002297;0,0060444;0,34705;0,0101986;0,0021854;0,2417405;0,1457187;0,0238202
New York;Albany;0,001925625;1952,801199;50,995005;0,003644549;0,000298388;8,9214312;2766,869;4,01019;40297,64;-0,0002621;0,0226093;0,0578751;15,79788;0,013465736;0,0454421;0,6017971;0,4664644;0,2013209;0,4071;0,0336389;0,0015591;0,2239525;0,086722;0,0904369
New York;Amsterdam;0,000511989;1952,801199;50,995005;;;9,6279433;2987,698;2,667372;32623,87;0,0060195;0,0090777;-0,0777183;14,346642;0,013643791;0,0251885;0,68253564;4,284337;0,1301448;0,36888;0,0376573;0,0013902;0,2305369;0,0923376;0,1893288
New York;Buffalo;0,002090724;1952,801199;50,995005;0,003925629;0,000364736;9,0799202;3031,035;3,24451;38617,59;-0,0065826;0,0151918;0,0294089;15,714099;0,006830825;0,0491134;0,3936702;2,241147;0,3418774;0,39648;0,0367367;0,0015531;0,250665;0,0883493;0,1832658
New York;Elmira;0,00255507;1952,801199;50,995005;0,004683515;0,000493758;8,6697441;2589,948;0,7742833;32547,64;0,0009845;0,0230618;0,2655057;16,036289;0,011801876;0,0424796;0,49973988;1,287332;0,1575515;0,41641;0,032719;0,0011848;0,2216057;0,0917072;0,175168
New York;New York;0,000679527;1952,801199;50,995005;0,001260765;0,000149923;9,9488395;3483,144;-1,448648;45508,88;0,0003913;0,0122227;-0,0987096;18,653223;0,00983364;0,2955531;-1,1078584;0,7794886;0,3818716;0,68397;0,0352155;0,0035094;0,2783723;0,0729256;0,0700247
New York;Olean;0,000334083;1952,801199;50,995005;;;8,3160411;2565,948;3,707285;29823,36;0,0011524;0,0404249;0,1683758;16,017787;0,010091057;0,0149769;-0,13521336;2,47007;0,1434238;0,37045;0,0315443;0,0016654;0,1973363;0,0909189;0,2083034
New York;Oneonta;0,000267283;1952,801199;50,995005;;;9,2838532;2714,494;3,689543;31398,21;0,0052149;0,0248244;0,1511534;14,013775;0,014348485;0,0250533;0,10179942;1,977813;0,0534707;0,37411;0,0370645;0,001559;0,1988838;0,0902137;0,1518505
New York;Plattsburgh;0,00022433;1952,942828;50,88064193;;;9,4329106;2871,809;2,784214;28561,14;0,0076235;0,0353193;0,0684448;14,564576;0,007434704;0,0401741;-0,21006702;0,9971002;0,2848686;0,359;0,0410552;0,0016894;0,2078537;0,0848383;0,1230048
New York;Poughkeepsie;0,002445361;1952,801199;50,995005;0,004511625;0,000449565;9,0843478;3085,28;2,092628;39706,93;0,0039042;0,0137421;0,083279;16,17115;0,026288547;0,0784468;-0,75913548;1,940797;0,1424096;0,38961;0,0389619;0,0019892;0,1834594;0,0794421;0,1048208
New York;Syracuse;0,000685269;1952,801199;50,995005;0,00132684;7,60085E-05;8,5898313;3043,899;1,81401;35777,75;-0,0041138;0,023135;0,0879135;15,836667;0,008283269;0,0425113;0,35302766;1,252878;0,2528398;0,40878;0,0361376;0,0019935;0,2360725;0,0871143;0,1458575
New York;Union;0,001803457;1952,801199;50,995005;0,003394333;0,00022787;8,0340537;2369,864;7,263182;35191,77;-0,0030395;0,0101848;0,1823187;15,877285;0,01412625;0,0399865;0,50478307;6,272013;0,1197632;0,39032;0,0314784;0,0012597;0,2089731;0,0942176;0,1894948
New York;Watertown;0,000304858;1952,801199;50,995005;;;9,1597201;2903,914;5,444238;27435,67;0,0073228;0,0239413;0,1339992;15,905415;0,021898305;0,0329712;-0,21307319;0,657633;0,1469816;0,35327;0,0353006;0,0009497;0,1949886;0,0814672;0,1171415
North Carolina;Andrews;0,000126563;1954,095734;49,86888658;;;5,1672161;1931,542;1,551238;33712,03;0,0048557;0,0335115;-0,1101521;15,684757;0,011511201;0,0147022;-0,99930048;2,852943;0,050597;0,84733;0,0153418;0,0016253;0,1656641;0,0885637;0,1538307
North Carolina;Asheville;0,000429705;1952,801199;50,995005;0,000828988;5,52828E-05;5,6491172;2059,415;9,045191;37445,13;-0,0023782;0,0225844;0,0011793;16,176243;0,017309695;0,0380049;0,05522191;1,827456;0,1681984;0,46143;0,0177694;0,003207;0,203271;0,0992644;0,1782939
North Carolina;Boone;0,000308306;1955,237527;48,73969631;;;5,2640922;1348,464;9,977794;25952,73;0,0021936;0,0258528;0,2355099;13,936002;0,014051008;0,017843;0,01234278;2,01136;0,0764024;0,48711;0,0223031;0,0017051;0,1673808;0,089769;0,1098454
North Carolina;Charlotte;0,000495744;1952,801199;50,995005;0,00094868;7,34401E-05;5,673504;2700,772;-2,291062;41423,26;-0,0107797;0,0133432;-0,0207331;16,993595;0,034231029;0,0652544;-0,48383137;0,8368018;0,2233193;0,51624;0,0196539;0,0037024;0,2192885;0,0877553;0,1711353
North Carolina;Fayetteville;0,0001289;1952,801199;50,995005;0,000252964;1,59253E-05;4,8660187;2089,798;-5,483594;29959,11;-0,0106202;0,013973;-0,0996636;16,342744;0,030481244;0,0466255;-2,2102322;4,161126;0,1732933;0,4628;0,0160278;0,0030383;0,2758113;0,0922889;0,2019115
North Carolina;Franklin;0,000178022;1954,8403;49,11254019;;;5,1994378;1433,778;4,109753;37260,51;0,0085808;;;15,814118;0,012483003;0,0308823;-0,23370455;1,099702;0,044338;0,51602;0,0238556;0,0020108;0,1660463;0,1033285;0,1578838
North Carolina;Gastonia;0,000268694;1952,801199;50,995005;;;5,2506508;1996,33;2,411811;33582,14;-0,0138515;0,0145162;-0,1022317;16,369631;0,016945257;0,0286182;-0,65939772;1,466388;0,1336746;0,41506;0,0149102;0,0040742;0,2139188;0,0941167;0,3110813
North Carolina;Goldsboro;5,68412E-05;1952,943831;50,87963892;;;4,7863838;1843,966;-4,023442;28924,63;-0,0085722;0,0179732;-0,0909565;16,293939;0,016485961;0,0650409;-1,6120602;1,481441;0,1132062;0,45733;0,0163958;0,0025565;0,2502053;0,0843854;0,190936
North Carolina;Greensboro;0,000459807;1952,801199;50,995005;0,00089;6,33515E-05;5,0077963;1932,456;-3,715993;36581,84;-0,0135504;0,0142162;-0,0174335;16,678007;0,016507872;0,0502233;-0,51318038;2,0505;0,220065;0,52358;0,0172547;0,0034609;0,2366055;0,0955472;0,2613469
North Carolina;Henderson;9,7073E-05;1957,415584;46,57024793;;;5,4317725;2116,281;-10,28387;29491,89;-0,0223577;0,0158917;-0,1561169;16,506786;0,01482694;0,0309043;-1,6357095;1,073111;0,0949566;0,4963;0,0164034;0,0036233;0,3394238;0,0861958;0,2619767
North Carolina;Hickory;0,000589895;1952,801199;50,995005;;;5,2049369;1917,402;3,202498;36023,97;-0,0144456;0,0106564;-0,1635827;16,672079;0,022359689;0,0423102;-0,23540835;3,948592;0,1340848;0,43488;0,0148791;0,0022157;0,1901945;0,094703;0,3651504
North Carolina;Jacksonville;0,000186196;1952,801199;50,995005;0,000367411;2,0358E-05;5,0227455;2523,385;0,7575594;29500,39;-0,0042682;0,0130376;0,0210338;16,280413;0,032733666;0,0340685;-1,9257765;0,8109217;0,1355732;0,46445;0,0173889;0,002199;0,2434292;0,084307;0,1262336
North Carolina;Morganton;0,000217975;1953,146317;50,71241171;;;4,9263511;1825,952;5,55586;30725,51;-0,0156285;0,0182083;-0,1552955;15,707923;0,013103909;0,038392;-0,23112977;3,33165;0,1165366;0,3508;0,0143212;0,0021691;0,1785387;0,09613;0,3548365
North Carolina;North Wilkesboro;0,000137692;1954,740662;49,15795091;;;5,2960907;1661,026;6,698189;31544,06;-0,0108258;0,0111091;-0,123175;16,17797;0,011975649;0,0274269;-0,19309309;2,572853;0,1140964;0,44603;0,0135954;0,0026572;0,1652012;0,0873082;0,2753794
North Carolina;Raleigh;0,002460818;1952,801199;50,995005;0,004681338;0,00040048;5,7296797;3146,705;-0,3586879;40545,81;-0,0088227;0,0120386;0,1345299;15,95935;0,033361022;0,0851955;-0,40136127;2,940955;0,15935;0,5086;0,0215574;0,0022364;0,2106337;0,0852488;0,1412988
North Carolina;Roanoke Rapids;3,39976E-05;1953,187058;50,65520728;;;5,3561865;2041,272;-11,57729;27335,06;-0,0177619;0,0215742;-0,1276803;16,493476;0,007112294;0,0102341;-0,59563105;0,5616556;0,1043743;0,44151;0,0187567;0,0049045;0,3497986;0,0843223;0,2324735
North Carolina;Sylva;8,25131E-05;1956,574686;47,43101482;;;5,6222155;1581,042;3,849286;28766,82;-0,0078821;0,0369809;0,1117748;14,64337;0,009725972;0,014753;-1,0006839;6,567269;0,3260307;0,404;0,0154114;0,0020894;0,2168407;0,0990897;0,1059949
North Carolina;Washington;9,77296E-05;1952,838;50,966;;;5,7228083;2822,53;-0,0670232;32919,36;0,002561;0,016101;-0,0836598;14,22461;0,013363818;0,0223798;-1,0656222;1,92984;0,1584182;0,47538;0,0253357;0,0022541;0,2618759;0,0847197;0,1615072
North Carolina;Wilmington;0,000388889;1952,801199;50,995005;;6,23669E-05;5,378793;2143,638;-0,1525012;35616,59;-0,0002677;0,0193606;0,1562062;16,101843;0,032719418;0,0282147;-1,2280171;0,4896808;0,1547628;0,52321;0,0222326;0,00317;0,2534681;0,0956688;0,1197418
North Carolina;Wilson;0,000121138;1952,801199;50,995005;;;5,0841433;2899,386;-6,231404;31548,58;-0,0065134;0,0230585;-0,0933423;15,843031;0,013198672;0,035108;-1,395195;3,63344;0,1694319;0,51402;0,0168744;0,0037893;0,291425;0,0871221;0,2321969
North Carolina;Winston-Salem;0,000574463;1952,801199;50,995005;0,001111064;8,81712E-05;5,4626763;1891,45;-2,297035;38891,75;-0,0140494;0,0141936;0,0515534;15,385281;0,022101464;0,0529482;-0,01779596;1,016085;0,262388;0,46553;0,0179048;0,0026579;0,2204709;0,0923505;0,2151985
North Dakota;Bismarck;0,000221556;1952,835;50,966;;;4,8351303;2035,228;5,047142;35395,77;0,0123038;0,0261463;-0,0826637;18,335613;0,016663907;0,0128763;2,550638;0,0595302;0,0786463;0,33323;0,0187737;0,000244;0,167436;0,0814367;0,0484986
North Dakota;Devils Lake;0,000160751;1957,828715;45,39042821;;;5,5580368;1715,921;0,4393224;32686,59;-0,0028132;0,0879314;0,0131148;14,790943;0,004396571;0,0124226;2,3886532;0,7116309;0,4523666;0,33566;0,0225695;0,0004836;0,2102232;0,0814732;0,0601542
North Dakota;Dickinson;0,000517723;1962,359292;42,01769912;;;5,0795571;1599,642;10,28876;29908,72;0,0186057;0,0368677;-0,0603815;18,110334;0,009917416;0,007848;1,2612914;0,258891;0,2190036;0,31154;0,019242;0,0001475;0,1538462;0,0717396;0,0823243
North Dakota;Fargo;0,0006233;1952,801199;50,995005;;;6,2692762;2262,824;6,018217;34084,59;0,0032322;0,024161;0,0543129;17,185545;0,02251806;0,0272303;1,8003606;0,1514025;0,0562532;0,36479;0,0202843;0,0005219;0,1713243;0,0795135;0,096186
North Dakota;Grafton;5,71792E-05;1955,72969;47,78434269;;;5,5610969;2180,498;8,880914;34409,39;0,0189672;0,0321647;;15,489639;0,006722419;0,0259434;2,4151606;0,0586075;0,0717511;0,33695;0,0264798;0,000386;0,1236925;0,06696;0,1119579
North Dakota;Grand Forks;0,000338183;1952,801199;50,995005;;;5,7094086;2039,431;8,004281;31651,47;0,0022339;0,0277231;0,0939789;16,821822;0,018694612;0,0268615;1,6117065;0,1682443;0,0771139;0,3331;0,0215891;0,0005729;0,1807346;0,0736569;0,0744423
North Dakota;Jamestown;0,000427728;1956,972749;46,75592417;;;5,2573384;1405,512;10,25332;32842,16;0,0126134;0,052105;0,0924911;16,428817;0,009743643;0,009602;2,259876;0,3989665;0,0399106;0,32889;0,0198356;0,0002605;0,1558326;0,0811936;0,1039848
North Dakota;Lisbon;0,001258942;1956,166667;46,02777778;;;4,8790449;1428,666;10,80355;35168,38;0,0061948;0,0624493;0,1372811;17,282155;0,009617186;0,0108578;2,6061769;0,3182156;0,015079;0,26803;0,0208799;0,0001873;0,100159;0,070004;0,1920145
North Dakota;Minot;7,44618E-05;1953,611282;50,26461538;;;4,7484523;1625,456;8,783473;31148,84;0,0163297;0,0268309;-0,0335729;16,485718;0,015347259;0,0194949;1,2368719;0,0899515;0,0883124;0,32174;0,0182339;0,0001878;0,1563933;0,0786394;0,0317294
North Dakota;Rugby;0;1963;34;;;5,2528683;1410,288;12,36865;33946,88;0,0095928;;;13,702341;0,002176373;0,0100955;2,3794512;0,0210482;0,0189479;0,36857;0,0223555;0;0,1386454;0,060926;0,0322034
North Dakota;Sidney;0,00012973;1960,320896;44,37810945;;;6,2914386;2384,618;5,512258;30292;0,0305903;0,0453823;-0,1845907;14,364992;0,010301793;0,0139776;1,4210602;0,1601489;0,4807816;0,29632;0,0227537;0,0008623;0,1811361;0,0811248;0,0419973
North Dakota;Turtle Mountain UT;0;1961;42,34146341;;;6,4153729;1726,02;-16,988;25045,23;-0,0094734;0,060423;-0,1753591;12,610338;0,007975831;0,0119229;0,42506686;3,065663;0,4596293;0,39366;0,0160657;0,0001208;0,332038;0,0965832;0,0636954
North Dakota;Williston;0,000240561;1961,761165;42,76893204;;;5,0929872;1956,641;9,651943;32277,37;0,0333105;0,041176;-0,0053346;16,132797;0,009964589;0,0131875;1,3533407;0,0469559;0,0916694;0,32065;0,019037;0,0003294;0,186773;0,0901739;0,0327223
Ohio;Athens;0,000296358;1953,183838;50,68181818;;;5,3608592;1710,308;0,706079;24643,12;-0,0032208;0,0281055;0,1881204;17,280059;0,01159351;0,017043;-0,3280824;0,9480745;0,0579739;0,39466;0,0241015;0,0007026;0,2011095;0,0952203;0,103194
Ohio;Canton;0,000865988;1952,801199;50,995005;0,001677793;7,11382E-05;5,5626846;1768,411;12,75323;35700,41;-0,0088128;0,0142681;-0,0389019;19,276491;0,012543054;0,0145908;0,97667859;1,550165;0,1980847;0,38113;0,0212141;0,0007133;0,1868901;0,1011784;0,2590734
Ohio;Cincinnati;0,001429511;1952,801199;50,995005;0,002610278;0,000318868;6,2428228;2174,133;5,432035;42062,96;-0,009585;0,0148353;-0,0110593;19,147067;0,011000102;0,0260175;0,38815125;1,216249;0,3488255;0,45249;0,0237272;0,0017809;0,2246617;0,1022449;0,1731013
Ohio;Cleveland;0,001222574;1952,801199;50,995005;0,002373316;0,000156793;6,9576549;2676,955;5,207949;42208,22;-0,0117976;0,0112732;-0,0342887;18,394899;0,010256778;0,0479693;0,45513323;1,144004;0,4462685;0,46306;0,0314587;0,0014513;0,2539122;0,1073707;0,1893093
Ohio;Columbus;0,000737069;1952,801199;50,995005;0,001377358;0,000130047;6,5311116;2301,418;3,689768;40285,63;-0,0097713;0,0126217;0,1074302;19,02899;0,020228909;0,0437206;0,60977623;0,8446984;0,2687649;0,45132;0,0292346;0,0029703;0,228384;0,1101801;0,1192022
Ohio;Dayton;0,000738193;1952,801199;50,995005;0,001427844;8,08201E-05;5,7103968;2162,106;6,092691;39001,59;-0,0111503;0,0161152;0,0375379;18,876299;0,011926118;0,0205094;0,4750951;0,9415889;0,3554391;0,38737;0,0245251;0,0015119;0,233671;0,1121586;0,2202006
Ohio;Defiance;0,000398575;1953,131313;50,68989899;;;5,0479913;1798,479;13,31779;35188,03;-0,0115346;0,0101029;0,055268;19,590117;0,012295289;0,0111866;0,92943072;3,971105;0,0807299;0,31482;0,0204248;0,0004647;0,1747952;0,1003512;0,4221205
Ohio;Findlay;0,000237782;1952,801199;50,995005;;2,18973E-05;5,3546084;1698,646;11,40744;34868,53;-0,007715;0,0243286;0,0833551;19,152559;0,014151154;0,0143144;1,1056925;1,285857;0,0888933;0,30167;0,0202733;0,0006552;0,1849424;0,0985659;0,3238305
Ohio;Lima;0,000290236;1952,801199;50,995005;0,000565422;1,98485E-05;5,1085206;1858,676;13,71673;35091,95;-0,0042822;0,0192017;0,0562576;19,711421;0,009470301;0,0091583;1,4140219;2,665534;0,2516574;0,31561;0,019917;0,0007522;0,174498;0,0895814;0,2982722
Ohio;Lorain;0,000609759;1952,801199;50,995005;0,001181647;6,06753E-05;5,8330387;2043,512;7,878583;38660,34;-0,0096143;0,0141609;-0,0879309;19,049521;0,022088638;0,0228659;0,6989853;1,476565;0,2069804;0,34233;0,0250772;0,0013198;0,2221571;0,1057451;0,2557107
Ohio;Mansfield;0,000233863;1952,801199;50,995005;;2,83492E-05;5,2480173;1713,348;4,967749;33186,45;-0,0107553;0,0153287;-0,0163034;18,928569;0,013007916;0,0124834;0,99169705;1,275156;0,2310767;0,33475;0,0221188;0,0005106;0,205936;0,1127461;0,2834271
Ohio;Scioto;0,000111594;1952,801199;50,995005;;;4,926901;1577,465;3,962793;28948,98;-0,0105932;0,0177241;-0,0538175;20,428516;0,010780656;0,0069163;0,10478252;0,378916;0,1600395;0,40257;0,0187142;0,0006469;0,2146433;0,1191668;0,2028639
Ohio;Steubenville;0,000120334;1952,801199;50,995005;;;5,9349836;1512,31;8,38401;32010,13;-0,002232;0,0227259;0,1961068;17,524055;0,010840252;0,0134256;0,89263907;1,315509;0,1835821;0,35008;0,0199041;0,0009318;0,2112562;0,0981525;0,2156782
Ohio;Toledo;0,000700422;1952,801199;50,995005;0,001339791;8,9528E-05;6,1452492;2127,781;2,053697;38616,42;-0,0116382;0,0119855;-0,053864;18,83034;0,012913154;0,0258884;0,44224635;0,9956357;0,2903748;0,38621;0,0287353;0,0012899;0,2357008;0,1053628;0,2135589
